date,photo_count,temp,min,max,precip
2018-06-02,24,29.8,24.0,36.0,0.0
2018-05-31,70,,,,
2018-05-30,51,29.2,27.0,32.0,0.0
2018-05-28,68,26.2,24.0,29.0,0.0
2018-05-27,1,25.0,21.0,29.0,0.0
2018-05-26,69,,,,
2018-05-25,8,25.1,23.0,28.0,0.0
2018-05-24,48,24.2,21.0,29.0,0.0
2018-05-23,28,24.1,23.0,26.0,0.0
2018-05-22,16,24.6,21.0,32.0,9.9
2018-05-21,20,20.9,20.0,21.0,13.9
2018-05-19,32,,,,
2018-05-17,8,,,,
2018-05-14,2,,,,
2018-05-13,12,,,,
2018-05-12,8,,,,
2018-05-10,3,,,,
2018-05-09,9,,,,
2018-05-07,19,22.5,20.0,26.0,0.0
2018-05-06,12,21.6,19.0,26.0,0.0
2018-05-05,38,,,,
2018-05-04,4,,,,
2018-05-01,1,23.2,15.0,27.0,0.0
2018-04-30,11,19.0,16.0,22.0,0.0
2018-04-29,2,,,,
2018-04-28,22,,,,
2018-04-26,1,,,,
2018-04-25,11,,,,
2018-04-22,47,,,,
2018-04-21,1,,,,
2018-04-19,2,,,,
2018-04-18,10,,,,
2018-04-15,11,13.4,11.0,16.0,0.0
2018-04-14,29,,,,
2018-04-11,6,17.8,9.0,27.0,0.0
2018-04-08,24,,,,
2018-04-07,1,19.3,11.0,25.0,7.4
2018-04-06,4,,,,
2018-04-05,5,16.8,14.0,19.0,0.0
2018-04-04,13,22.4,18.0,26.0,0.2
2018-04-01,12,21.1,16.0,27.0,0.0
2018-03-31,3,17.8,17.0,20.0,0.0
2018-03-29,1,,,,
2018-03-26,4,,,,
2018-03-24,10,,,,
2018-03-19,13,,,,
2018-03-18,1,,,,
2018-03-17,8,,,,
2018-03-16,3,,,,
2018-03-15,1,,,,
2018-03-14,8,,,,
2018-03-13,2,13.0,11.0,15.0,0.0
2018-03-12,8,,,,
2018-03-10,23,,,,
2018-03-08,1,,,,
2018-03-04,6,20.5,11.0,25.0,0.0
2018-03-03,6,16.8,10.0,24.0,0.0
2018-03-01,9,22.6,17.0,28.0,0.0
2018-02-28,29,,,,
2018-02-27,2,16.4,16.0,18.0,0.0
2018-02-26,6,15.4,15.0,16.0,0.0
2018-02-25,18,23.6,23.0,24.0,0.0
2018-02-24,31,22.0,22.0,23.0,0.0
2018-02-19,13,,,,
2018-02-18,5,,,,
2018-02-17,12,,,,
2018-02-15,15,21.5,21.0,23.0,0.0
2018-01-28,10,17.0,16.0,18.0,0.0
2018-01-27,4,,,,
2018-01-14,5,,,,
2018-01-13,2,3.9,3.0,6.0,0.0
2018-01-07,4,12.7,8.0,20.0,0.0
2018-01-06,3,8.2,1.0,18.0,0.0
2017-12-31,14,,,,
2017-12-30,5,,,,
2017-12-29,3,5.9,6.0,6.0,0.0
2017-12-28,2,5.3,4.0,6.0,0.0
2017-12-26,12,,,,
2017-12-25,5,,,,
2017-12-24,3,6.5,5.0,9.0,0.0
2017-12-23,5,12.5,7.0,24.0,1.0
2017-12-22,25,23.5,23.0,24.0,0.0
2017-12-21,17,15.6,13.0,17.0,0.0
2017-12-20,18,22.8,21.0,23.0,0.0
2017-12-18,2,12.8,11.0,13.0,0.0
2017-12-16,7,,,,
2017-12-15,11,,,,
2017-12-13,16,8.1,1.0,18.0,0.0
2017-12-10,17,5.6,4.0,8.0,0.0
2017-12-09,48,0.0,-1.0,1.0,0.0
2017-12-07,34,5.9,6.0,6.0,0.0
2017-12-03,14,,,,
2017-12-02,26,,,,
2017-12-01,16,15.5,8.0,25.0,0.0
2017-11-30,6,,,,
2017-11-26,1,16.6,14.0,21.0,0.0
2017-11-24,2,,,,
2017-11-22,7,17.9,16.0,21.0,0.0
2017-11-19,4,16.5,13.0,21.0,0.0
2017-11-18,17,,,,
2017-11-17,53,,,,
2017-11-16,23,,,,
2017-11-15,20,,,,
2017-11-12,59,,,,
2017-11-11,1,17.1,16.0,18.0,0.0
2017-11-10,3,12.8,11.0,15.0,0.0
2017-11-09,2,13.7,13.0,14.0,0.2
2017-11-08,28,,,,
2017-11-05,15,,,,
2017-11-04,58,,,,
2017-11-03,30,25.4,24.0,27.0,0.0
2017-11-01,41,21.8,17.0,27.0,17.7
2017-10-31,1,17.3,16.0,19.0,0.0
2017-10-28,1,11.9,10.0,14.0,0.0
2017-10-25,9,,,,
2017-10-23,2,17.1,16.0,19.0,0.0
2017-10-22,20,24.9,23.0,26.0,1.0
2017-10-18,2,,,,
2017-10-16,1,,,,
2014-08-04,3,26.8,22.0,33.0,0.0
2014-08-02,2,24.6,22.0,31.0,0.2
2014-07-26,3,29.2,23.0,35.0,0.0
2014-07-22,3,29.9,25.0,36.0,0.0
2014-07-20,1,25.7,24.0,27.0,0.0
2014-07-19,1,25.5,22.0,29.0,1.0
2014-07-11,1,,,,
2014-07-08,1,25.9,23.0,34.0,0.0
2014-06-27,1,24.8,23.0,30.0,0.0
2014-05-21,1,,,,
2014-05-18,4,23.3,18.0,29.0,0.0
2014-01-11,1,19.0,14.0,23.0,0.0
2013-12-28,21,,,,
2013-12-27,3,,,,
2013-12-26,7,,,,
2013-12-23,4,4.9,3.0,9.0,0.2
2013-12-20,6,21.0,21.0,22.0,0.7
2013-12-19,4,12.3,9.0,14.0,0.0
2013-12-08,3,4.3,3.0,8.0,0.0
2013-11-16,9,20.6,14.0,27.0,0.0
2013-11-14,2,5.3,3.0,13.0,0.0
2013-11-12,7,14.9,11.0,24.0,0.0
2013-11-10,33,14.3,12.0,16.0,0.0
2013-11-09,13,12.2,12.0,13.0,0.0
2013-11-08,5,12.8,8.0,21.0,0.0
2013-11-07,8,13.1,10.0,17.0,0.7
2013-11-03,9,14.1,7.0,23.0,0.0
2013-11-02,2,18.3,11.0,27.0,3.7
2013-11-01,6,18.1,12.0,26.0,24.1
2013-10-30,1,23.0,19.0,29.0,0.0
2013-10-27,5,19.2,11.0,27.0,31.7
2013-10-26,15,17.8,11.0,27.0,0.0
2013-10-25,7,18.1,12.0,28.0,0.0
2013-10-23,1,13.7,12.0,16.0,0.0
2013-10-21,1,17.5,16.0,19.0,0.0
2013-10-20,8,12.5,9.0,17.0,1.5
2013-10-19,24,16.9,17.0,17.0,51.5
2013-10-18,1,16.2,14.0,19.0,0.7
2013-10-17,1,19.2,15.0,25.0,1.0
2013-10-16,3,21.8,18.0,27.0,0.0
2013-10-08,1,18.7,13.0,27.0,0.0
2013-10-07,2,,,,
2013-10-06,9,20.6,14.0,28.0,4.7
2013-10-05,10,27.4,23.0,33.0,0.2
2013-10-04,9,26.2,21.0,32.0,2.5
2013-10-03,7,25.9,23.0,31.0,0.7
2013-10-02,6,24.7,23.0,28.0,0.0
2013-09-30,3,25.9,24.0,30.0,17.3
2013-09-28,18,25.6,24.0,27.0,0.0
2013-09-27,4,24.3,20.0,33.0,0.0
2013-07-19,1,26.1,24.0,30.0,0.0
2013-07-17,2,24.3,24.0,25.0,5.0
2013-07-16,1,23.9,23.0,26.0,8.8
2013-01-10,3,17.4,14.0,21.0,25.3
2013-01-05,4,7.6,6.0,10.0,3.6
2012-12-30,1,5.2,-1.0,11.0,0.0
2012-12-15,3,20.2,18.0,21.0,0.0
2012-12-14,1,10.9,9.0,12.0,0.0
2012-12-04,1,21.1,19.0,24.0,2.0
2012-11-11,2,23.6,23.0,24.0,0.0
2012-10-24,1,22.2,21.0,24.0,0.0
2012-10-13,1,24.1,23.0,26.0,0.0
2012-10-10,1,21.9,19.0,24.0,0.0
2012-10-06,1,22.6,19.0,25.0,0.0
2012-07-01,1,25.5,22.0,29.0,27.6
2012-06-16,1,27.4,24.0,31.0,0.0
2012-05-17,1,21.8,19.0,26.0,0.0
2012-04-21,1,16.9,14.0,19.0,19.2
2012-01-08,1,19.9,12.0,26.0,0.0
2011-12-29,2,10.5,7.0,13.0,0.0
2011-01-27,1,,,,
2011-01-05,1,18.1,9.0,22.0,33.8
2011-01-04,1,13.7,1.0,19.0,0.7
2010-12-24,3,,,,
2010-08-29,1,28.0,26.0,31.0,0.0
2010-06-14,1,27.9,27.0,30.0,0.0
2010-06-08,4,27.0,26.0,29.0,1.8
2010-05-30,1,28.8,22.0,36.0,0.0
2010-05-21,1,27.8,24.0,33.0,0.0
2010-05-16,2,24.1,20.0,31.0,5.6
2010-03-18,1,,,,
2009-12-12,2,10.3,7.0,13.0,30.0
2009-11-23,1,14.0,8.0,23.0,0.0
2009-11-14,1,,,,
2009-11-04,1,,,,
2009-10-31,1,14.2,8.0,23.0,0.0
2009-10-25,1,,,,
2009-10-15,1,28.7,26.0,33.0,1.5
2009-10-10,4,15.8,14.0,19.0,23.9
2009-10-04,1,24.4,21.0,31.0,10.3
2009-10-02,1,24.9,18.0,33.0,15.7
2009-09-30,1,,,,
2009-09-26,5,25.6,20.0,32.0,0.0
2009-09-23,1,22.3,19.0,27.0,39.1
2009-09-20,1,,,,
2009-09-16,3,,,,
2009-09-06,1,,,,
2009-05-07,2,,,,
2009-04-25,1,23.2,19.0,28.0,5.7
2009-03-15,2,9.9,6.0,12.0,11.6
2008-12-28,4,11.2,6.0,17.0,2.0
2008-10-19,1,,,,
2008-10-08,1,,,,
2008-10-03,1,,,,
2008-09-28,2,,,,
2008-09-14,1,,,,
2008-09-13,2,,,,
2008-08-08,3,,,,
2008-07-12,1,,,,
2008-05-11,2,25.7,23.0,33.0,0.7
2007-12-09,1,,,,
2007-11-04,1,,,,
2007-10-27,1,,,,
2007-10-17,1,26.2,18.0,33.0,0.5
2007-10-07,1,26.3,24.0,32.0,24.1
